cohort,age_months,rate_mmcfd,floor
2022,19,1.474570994419355,3.0
2022,20,1.384945114137931,3.0
2022,21,1.3473127641935485,3.0
2022,22,1.3508442341935487,3.0
2022,23,1.253216176451613,3.0
2022,24,1.204136992714127,3.0
2023,0,1.3044794506451614,3.0
2023,1,4.310096073035715,3.0
2023,2,4.553545769032259,3.0
2023,3,4.082254009774195,3.0
2023,4,3.7222832983870973,3.0
2023,5,3.3414769140000002,3.0
2023,6,3.044924568709678,3.0
2023,7,2.807803445967742,3.0
2023,8,2.554429966666667,3.0
2023,9,2.3759957996774195,3.0
2023,10,2.2002766875806454,3.0
2023,11,2.1561978663333337,3.0
2023,12,2.002696637,3.0
2023,13,1.8814760812903226,3.0
2023,14,1.758767670074885,3.0
2023,15,1.715383072903226,3.0
2023,16,1.6507267936666667,3.0
2023,17,1.5647829651612906,3.0
2023,18,1.5053061752580648,3.0
2023,19,1.4657878867741938,3.0
2023,20,1.3978925280645162,3.0
2023,21,1.3339045700322583,3.0
2023,22,1.2796870123333335,3.0
2023,23,1.214089007763441,3.0
2023,24,1.165954691935484,3.0
2024,0,1.5154563035483872,3.0
2024,1,4.454721568225807,3.0
2024,2,4.843240227419355,3.0
2024,3,4.564660406333333,3.0
2024,4,4.387680597419355,3.0
2024,5,3.9236986013333337,3.0
2024,6,3.6550714500000003,3.0
2024,7,3.3513061721666673,3.0
2024,8,3.1294026473010756,3.0
2024,9,2.94877745,3.0
2024,10,2.749534190967742,3.0
2024,11,2.543482409666667,3.0
2024,12,2.4436633216129033,3.0
2024,13,2.3519001621666673,3.0
2024,14,2.1904531253333337,3.0
2024,15,2.1258310216129037,3.0
2024,16,1.9783067103225807,3.0
2024,17,1.9401896180000004,3.0
2024,18,1.8547280440000002,3.0
2024,19,1.7393059341935484,3.0
2024,20,1.7075834606666667,3.0
2024,21,1.6318808951612904,3.0
2024,22,1.5692827414516133,3.0
2024,23,1.493223231666667,3.0
2024,24,1.585882277857143,3.0
2025,0,1.2782402488172044,3.0
2025,1,4.443386688709678,3.0
2025,2,4.675210606451613,3.0
2025,3,4.294689018032258,3.0
2025,4,4.05697551967742,3.0
2025,5,3.710037071774194,3.0
2025,6,3.395941294870968,3.0
2025,7,3.2273079064516135,3.0
2025,8,2.965922167258065,3.0
2025,9,2.762551265333334,3.0
2025,10,2.569996778646314,3.0
2025,11,2.2344275213924734,3.0
2025,12,2.0309370051612907,3.0
2025,13,2.0148726139408604,3.0
2025,14,1.6746401617580648,3.0
2025,15,1.8089024741505377,3.0
2025,16,1.8357758216666669,3.0
2025,17,1.5208275555000001,3.0
2026,0,1.4845274614516133,3.0
2026,1,4.979490415666668,3.0
2026,2,4.4832011650000005,3.0
2026,3,4.661363826500001,3.0
2026,4,4.241409388387098,3.0
